"Timestamp","Indentation in JavaScript files?","Do you use semicolons in JavaScript?","Do you use a linter preset?","What tools do you use to validate code style?"
"2017/01/16 11:38:21 PM GMT+1","2 spaces","No","AirBnb","ESLint"
"2017/01/16 11:41:34 PM GMT+1","2 spaces","No","AirBnb","ESLint"
"2017/01/16 11:48:34 PM GMT+1","Tabs","No","Standard","ESLint"
"2017/01/16 11:49:42 PM GMT+1","Tabs","Yes","AirBnb","ESLint"
"2017/01/16 11:51:30 PM GMT+1","4 spaces","Yes","Standard","JSHint;JSCS"
"2017/01/16 11:53:20 PM GMT+1","2 spaces","Yes","Don’t use any","Standard"
"2017/01/16 11:54:17 PM GMT+1","2 spaces","Yes","Don’t use any","ESLint"
"2017/01/16 11:54:38 PM GMT+1","Tabs","No","Don’t use any","-"
"2017/01/16 11:59:30 PM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 12:04:20 AM GMT+1","2 and 4","Yes","Custom","ESLint"
"2017/01/17 12:05:31 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 12:11:00 AM GMT+1","4 spaces","No","Don’t use any",""
"2017/01/17 12:14:01 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 12:17:22 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 12:18:37 AM GMT+1","4 spaces","Yes","Don’t use any","ESLint"
"2017/01/17 12:18:45 AM GMT+1","2 spaces","No","Don’t use any","ESLint"
"2017/01/17 12:31:33 AM GMT+1","2 spaces","No","Standard","Standard"
"2017/01/17 12:34:52 AM GMT+1","Tabs","Yes","Standard","ESLint"
"2017/01/17 12:38:37 AM GMT+1","Tabs","Yes","Don’t use any","None"
"2017/01/17 12:43:12 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 12:59:47 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 1:02:16 AM GMT+1","2 spaces","No","Standard","ESLint"
"2017/01/17 1:02:17 AM GMT+1","Tabs","Yes","Standard",""
"2017/01/17 1:12:54 AM GMT+1","2 spaces","No","Custom","ESLint"
"2017/01/17 1:17:03 AM GMT+1","4 spaces","No","Don’t use any","ESLint"
"2017/01/17 1:17:03 AM GMT+1","4 spaces","Yes","Google","ESLint"
"2017/01/17 1:22:56 AM GMT+1","4 spaces","Yes","Don’t use any","JSHint"
"2017/01/17 1:24:48 AM GMT+1","2 spaces","Yes","Don’t use any",""
"2017/01/17 1:29:58 AM GMT+1","4 spaces","Yes","Don’t use any","ESLint"
"2017/01/17 1:46:14 AM GMT+1","2 spaces","No","Standard","Standard"
"2017/01/17 1:47:26 AM GMT+1","Tabs","Yes","Standard","ESLint"
"2017/01/17 1:51:04 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 1:52:41 AM GMT+1","2 spaces","Yes","AirBnb","ESLint;JSHint;Standard"
"2017/01/17 1:53:23 AM GMT+1","Tabs","Yes","Modified airbnb","ESLint"
"2017/01/17 1:56:27 AM GMT+1","2 spaces","No","Standard","ESLint"
"2017/01/17 2:00:03 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 2:02:10 AM GMT+1","2 spaces","No","Don’t use any","ESLint"
"2017/01/17 2:24:33 AM GMT+1","2 spaces","Yes","Standard","Prettier;Standard"
"2017/01/17 2:27:05 AM GMT+1","Tabs","Yes","Standard","ESLint"
"2017/01/17 2:35:59 AM GMT+1","4 spaces","Yes","Standard","ESLint"
"2017/01/17 2:50:52 AM GMT+1","4 spaces","Yes","Don’t use any","ESLint"
"2017/01/17 2:52:38 AM GMT+1","2 spaces","Yes","Standard","ESLint"
"2017/01/17 2:55:54 AM GMT+1","2 spaces","Yes","Don’t use any","ESLint"
"2017/01/17 2:56:14 AM GMT+1","2 spaces","Yes","Standard","ESLint"
"2017/01/17 3:00:47 AM GMT+1","4 spaces","Yes","Don’t use any","ESLint"
"2017/01/17 3:06:57 AM GMT+1","2 spaces","No","Standard","ESLint"
"2017/01/17 3:13:54 AM GMT+1","4 spaces","Yes","Standard","JSCS"
"2017/01/17 3:17:23 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 3:27:00 AM GMT+1","2 spaces","Yes","Standard","ESLint"
"2017/01/17 3:30:05 AM GMT+1","2 spaces","Yes","Custom","ESLint"
"2017/01/17 3:34:14 AM GMT+1","2 spaces","Yes","Standard","ESLint;stylelint"
"2017/01/17 3:38:34 AM GMT+1","Tabs","Yes","Standard","ESLint"
"2017/01/17 3:46:56 AM GMT+1","4 spaces","Yes","Don’t use any","don't use"
"2017/01/17 3:50:32 AM GMT+1","2 spaces","Yes","Don’t use any","ESLint"
"2017/01/17 3:52:21 AM GMT+1","Tabs","Yes","AirBnb","ESLint"
"2017/01/17 3:57:32 AM GMT+1","4 spaces","Yes","Don’t use any","ESLint"
"2017/01/17 3:57:33 AM GMT+1","3 Spaces","Yes","Don’t use any","JSHint"
"2017/01/17 4:04:53 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 4:16:06 AM GMT+1","Tabs","Yes","Don’t use any","ESLint"
"2017/01/17 4:20:53 AM GMT+1","2 spaces","Yes","AirBnb","ESLint;Prettier"
"2017/01/17 4:37:38 AM GMT+1","2 spaces","No","Our custom preset","ESLint"
"2017/01/17 4:40:44 AM GMT+1","2 spaces","No","Standard","ESLint;Standard"
"2017/01/17 4:59:45 AM GMT+1","2 spaces","No","Standard","ESLint;Standard"
"2017/01/17 5:15:42 AM GMT+1","2 spaces","Yes","Standard","tslint"
"2017/01/17 5:24:30 AM GMT+1","2 spaces","Yes","AirBnb","ESLint;Prettier"
"2017/01/17 5:31:54 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 5:36:42 AM GMT+1","Tabs","Yes","Don’t use any","JSHint"
"2017/01/17 5:39:22 AM GMT+1","4 spaces","Yes","Don’t use any","None"
"2017/01/17 5:48:28 AM GMT+1","Tabs","Yes","Don’t use any","ESLint"
"2017/01/17 5:56:31 AM GMT+1","4 spaces","Yes","Standard","ESLint"
"2017/01/17 6:03:51 AM GMT+1","Tabs","Yes","Standard","ESLint"
"2017/01/17 6:18:19 AM GMT+1","Tabs","Yes","Standard","ESLint"
"2017/01/17 6:27:35 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 6:34:56 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 6:37:24 AM GMT+1","4 spaces","Yes","Don’t use any","ESLint"
"2017/01/17 6:44:37 AM GMT+1","Tabs","No","AirBnb","ESLint"
"2017/01/17 6:47:20 AM GMT+1","2 spaces","No","Airbnb with some custom additions (no semi etc.)","ESLint"
"2017/01/17 6:48:19 AM GMT+1","4 spaces","Yes","Don’t use any","ESLint"
"2017/01/17 6:50:15 AM GMT+1","4 spaces","Yes","Don’t use any","ESLint"
"2017/01/17 6:52:42 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 7:12:26 AM GMT+1","4 spaces","No","Standard","TSLint"
"2017/01/17 7:12:50 AM GMT+1","indention by project","No","AirBnb","ESLint"
"2017/01/17 7:13:34 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 7:19:02 AM GMT+1","4 spaces","No","Google","ESLint"
"2017/01/17 7:19:06 AM GMT+1","Tabs","Yes","Don’t use any","ESLint;JSHint"
"2017/01/17 7:45:27 AM GMT+1","4 spaces","Yes","AirBnb","ESLint"
"2017/01/17 7:45:46 AM GMT+1","2 spaces","Yes","Whatever is included in the project","ESLint"
"2017/01/17 7:48:36 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 7:51:53 AM GMT+1","4 spaces","Yes","Standard","ESLint"
"2017/01/17 7:52:21 AM GMT+1","4 spaces","No","AirBnb","ESLint"
"2017/01/17 7:53:34 AM GMT+1","2 spaces","No","Standard","ESLint"
"2017/01/17 7:59:05 AM GMT+1","2 spaces","Yes","Standard","ESLint"
"2017/01/17 7:59:23 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 8:09:36 AM GMT+1","4 spaces","Yes","Standard","ESLint"
"2017/01/17 8:12:29 AM GMT+1","2 spaces","Yes","Don’t use any","ESLint"
"2017/01/17 8:25:46 AM GMT+1","2 spaces","Yes","Don’t use any","ESLint"
"2017/01/17 8:31:45 AM GMT+1","Tabs","Yes","Don’t use any",""
"2017/01/17 8:44:09 AM GMT+1","2 spaces","No","Custom","ESLint"
"2017/01/17 8:51:14 AM GMT+1","2 spaces","No","Standard","ESLint"
"2017/01/17 8:59:49 AM GMT+1","2 spaces","Yes","Don’t use any","ESLint"
"2017/01/17 9:03:29 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 9:03:37 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 9:06:00 AM GMT+1","4 spaces","Yes","Don’t use any",""
"2017/01/17 9:06:22 AM GMT+1","2 spaces","No","Standard","ESLint;JSHint;JSCS;Standard"
"2017/01/17 9:09:12 AM GMT+1","Tabs","Yes","Standard","ESLint"
"2017/01/17 9:09:19 AM GMT+1","2 spaces","No","Don’t use any","ESLint"
"2017/01/17 9:09:40 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 9:10:02 AM GMT+1","2 spaces","Yes","Standard","ESLint"
"2017/01/17 9:10:28 AM GMT+1","4 spaces","Yes","Don’t use any","JSHint"
"2017/01/17 9:12:14 AM GMT+1","2 spaces","No","AirBnb","ESLint"
"2017/01/17 9:16:19 AM GMT+1","4 spaces","Yes","AirBnb","ESLint"
"2017/01/17 9:17:54 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 9:22:18 AM GMT+1","Tabs","Yes","Standard","ESLint;JSHint"
"2017/01/17 9:22:50 AM GMT+1","Tabs","Yes","custom based on AirBnB","ESLint"
"2017/01/17 9:28:42 AM GMT+1","Tabs","Yes","Don’t use any","ESLint"
"2017/01/17 9:29:51 AM GMT+1","Tabs","Yes","Don’t use any","ESLint"
"2017/01/17 9:30:02 AM GMT+1","2 spaces","Yes","Standard","JSHint"
"2017/01/17 9:31:10 AM GMT+1","2 spaces","Yes","Don’t use any",""
"2017/01/17 9:31:36 AM GMT+1","2 spaces","Yes","Standard","ESLint"
"2017/01/17 9:32:27 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 9:34:50 AM GMT+1","2 spaces","Yes","AirBnb","ESLint;JSHint"
"2017/01/17 9:39:57 AM GMT+1","4 spaces","Yes","Standard","JSHint;gjslint"
"2017/01/17 9:49:48 AM GMT+1","2 spaces","Yes","Don’t use any","ESLint"
"2017/01/17 9:58:50 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 10:11:12 AM GMT+1","Tabs","No","AirBnb","ESLint"
"2017/01/17 10:12:35 AM GMT+1","2 spaces","No","My own","ESLint"
"2017/01/17 10:13:57 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 10:15:14 AM GMT+1","2 spaces","Yes","Don’t use any",""
"2017/01/17 10:17:15 AM GMT+1","2 spaces","Yes","Don’t use any","JSHint"
"2017/01/17 10:18:22 AM GMT+1","4 spaces","No","AirBnb","ESLint"
"2017/01/17 10:22:33 AM GMT+1","4 spaces","Yes","AirBnb","ESLint"
"2017/01/17 10:22:40 AM GMT+1","Tabs","Yes","AirBnb","ESLint"
"2017/01/17 10:34:44 AM GMT+1","Tabs","No","Don’t use any","ESLint"
"2017/01/17 10:53:42 AM GMT+1","4 spaces","Yes","Standard","ESLint;JSHint"
"2017/01/17 10:55:20 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 10:56:16 AM GMT+1","Tabs","Yes","Standard",""
"2017/01/17 10:57:56 AM GMT+1","Tabs","Yes","Standard","ESLint"
"2017/01/17 11:05:15 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 11:20:09 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 12:19:40 PM GMT+1","4 spaces","Yes","Standard","ESLint;JSHint"
"2017/01/17 12:37:12 PM GMT+1","2 spaces","Yes","Standard","ESLint"
"2017/01/17 1:17:34 PM GMT+1","4 spaces","Yes","eslint-plugin-freaktechnik","ESLint"
"2017/01/17 1:19:09 PM GMT+1","2 spaces","Yes","Don’t use any","ESLint"
"2017/01/17 1:34:48 PM GMT+1","Tabs","No","Standard","Standard"
"2017/01/17 1:35:27 PM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 1:45:06 PM GMT+1","3","No","Don’t use any","TypeScript. Code style doesn't matter."
"2017/01/17 1:53:56 PM GMT+1","4 spaces","No","Don’t use any","ESLint"
"2017/01/17 2:30:01 PM GMT+1","2 spaces","No","Standard","Standard"
"2017/01/17 2:54:47 PM GMT+1","4 spaces","No","AirBnb","ESLint"
"2017/01/17 3:05:26 PM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 3:08:06 PM GMT+1","2 spaces","No","Don’t use any","ESLint"
"2017/01/17 3:09:08 PM GMT+1","2 spaces","No","Don’t use any",""
"2017/01/17 4:16:12 PM GMT+1","Tabs","Yes","AirBnb","ESLint"
"2017/01/17 5:01:28 PM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 5:10:42 PM GMT+1","Tabs","No","Standard","ESLint;Vscode format on save"
"2017/01/17 5:24:26 PM GMT+1","Tabs","Yes","xo","ESLint;xo"
"2017/01/17 5:24:50 PM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/17 6:12:54 PM GMT+1","2 spaces","Yes","Don’t use any","ESLint"
"2017/01/17 6:26:40 PM GMT+1","Tabs","Yes","Don’t use any","ESLint;JSHint"
"2017/01/17 6:37:18 PM GMT+1","2 spaces","No","AirBnb","ESLint"
"2017/01/17 6:37:54 PM GMT+1","2 spaces","No","Don’t use any",""
"2017/01/17 6:40:36 PM GMT+1","Tabs","Yes","Don’t use any",""
"2017/01/17 7:36:06 PM GMT+1","2 spaces","Yes","Standard","ESLint"
"2017/01/17 7:44:41 PM GMT+1","4 spaces","Yes","Don’t use any","ESLint"
"2017/01/17 8:08:48 PM GMT+1","Tabs","No","eslint","ESLint"
"2017/01/17 8:26:12 PM GMT+1","2 spaces","Yes","Standard","ESLint"
"2017/01/17 8:42:31 PM GMT+1","2 spaces","No","Standard","Standard"
"2017/01/17 10:27:59 PM GMT+1","2 spaces","No","AirBnb","ESLint"
"2017/01/17 10:41:47 PM GMT+1","Tabs","Yes","AirBnb","ESLint;JSCS"
"2017/01/17 10:50:46 PM GMT+1","4 spaces","Yes","Don’t use any",""
"2017/01/17 11:07:55 PM GMT+1","2 spaces","Yes","Customized AirBnB","ESLint"
"2017/01/18 12:39:51 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/18 1:46:09 AM GMT+1","Tabs","Yes","Don’t use any","ESLint"
"2017/01/18 1:49:51 AM GMT+1","2 spaces","Yes","Don’t use any","JSHint"
"2017/01/18 2:21:18 AM GMT+1","2 spaces","No","xo","ESLint"
"2017/01/18 5:29:42 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/18 6:58:37 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/18 11:28:43 AM GMT+1","2 spaces","No","Standard","ESLint;Prettier"
"2017/01/18 12:02:12 PM GMT+1","2 spaces","No","Standard","ESLint;Standard;xo"
"2017/01/18 12:04:52 PM GMT+1","4 spaces","Yes","AirBnb","ESLint"
"2017/01/18 12:59:45 PM GMT+1","2 spaces","Yes","xo","ESLint;JSHint"
"2017/01/18 1:08:08 PM GMT+1","4 spaces","Yes","Standard","ESLint"
"2017/01/18 5:37:29 PM GMT+1","2 spaces","Yes","Don’t use any","ESLint"
"2017/01/18 6:05:47 PM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/18 7:51:17 PM GMT+1","2 spaces","Yes","Don’t use any",""
"2017/01/18 8:36:15 PM GMT+1","4 spaces","Yes","Don’t use any","ESLint"
"2017/01/18 8:36:35 PM GMT+1","Tabs","Yes","AirBnb","ESLint"
"2017/01/18 11:07:18 PM GMT+1","Tabs","Yes","Don’t use any","Standard"
"2017/01/18 11:53:38 PM GMT+1","4 spaces","Yes","Don’t use any","ESLint"
"2017/01/19 12:28:45 AM GMT+1","Tabs","Yes","Standard","ESLint;JSHint"
"2017/01/19 1:05:45 AM GMT+1","2 spaces","No","Standard","Standard"
"2017/01/19 1:32:48 AM GMT+1","2 spaces","No","Standard","Standard"
"2017/01/19 1:41:59 AM GMT+1","2 spaces","No","Standard","Standard"
"2017/01/19 2:15:32 AM GMT+1","2 spaces","No","Standard","Standard"
"2017/01/19 3:40:18 AM GMT+1","Tabs","Yes","AirBnb","ESLint"
"2017/01/19 5:21:41 AM GMT+1","4 spaces","No","Don’t use any",""
"2017/01/19 12:29:43 PM GMT+1","2 spaces","Yes","Standard","ESLint"
"2017/01/19 2:15:05 PM GMT+1","4 spaces","Yes","Crockford","ESLint;JSHint;JSCS"
"2017/01/19 5:18:48 PM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/19 10:02:39 PM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/19 10:25:32 PM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/19 10:27:18 PM GMT+1","4 spaces","Yes","Don’t use any","ESLint"
"2017/01/19 10:43:32 PM GMT+1","Tabs","Yes","Don’t use any","JSHint"
"2017/01/20 12:10:24 AM GMT+1","2 spaces","Yes","AirBnb","JSHint;JSCS"
"2017/01/20 4:01:27 AM GMT+1","Tabs","Yes","AirBnb","ESLint"
"2017/01/20 11:33:07 AM GMT+1","4 spaces","Yes","AirBnb","ESLint"
"2017/01/20 6:15:08 PM GMT+1","Tabs","Yes","Don’t use any","JSHint"
"2017/01/21 1:51:46 AM GMT+1","4 spaces","Yes","xo","ESLint"
"2017/01/21 12:49:50 PM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/21 8:53:36 PM GMT+1","Tabs","No","Standard, with tab override","ESLint"
"2017/01/22 4:14:20 PM GMT+1","2 spaces","No","Standard","ESLint"
"2017/01/22 6:00:46 PM GMT+1","Tabs","Yes","Don’t use any",""
"2017/01/23 1:56:02 AM GMT+1","2 spaces","Yes","AirBnb","ESLint;Prettier"
"2017/01/24 10:10:21 PM GMT+1","Tabs","Yes","AirBnb","ESLint"
"2017/01/25 9:26:55 AM GMT+1","2 spaces","Yes","xo","ESLint"
"2017/01/25 9:30:54 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/25 9:33:50 AM GMT+1","2 spaces","No","airbnb based custom","ESLint"
"2017/01/25 9:49:25 AM GMT+1","Tabs","Yes","Don’t use any","ESLint"
"2017/01/25 10:02:48 AM GMT+1","2 spaces","No","Standard","Standard"
"2017/01/25 11:14:50 AM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/25 1:49:54 PM GMT+1","2 spaces","Yes","AirBnb","ESLint"
"2017/01/25 4:49:21 PM GMT+1","4 spaces","Yes","my own custom preset","ESLint;JSHint;JSCS"
"2017/01/26 8:54:56 AM GMT+1","Tabs","Yes","react-app","ESLint;currently investigating Prettier"
